Date,Time,Temperature (°C),Humidity (%),Wind Speed (km/h),Weather Condition
2025-05-08,2025-05-08 17:00,0.49789678968868556,30,0.9165953531755352,Sunny
2025-05-08,2025-05-08 18:00,0.04178650155282062,37,1.8559444501857254,Patchy rain nearby
2025-05-08,2025-05-08 19:00,-0.414323786583045,44,2.6909214253058944,Clear 
2025-05-08,2025-05-08 20:00,-0.8704340747189107,51,3.6302705223160854,Patchy rain nearby
2025-05-08,2025-05-08 21:00,-0.929926720997502,52,2.325618998690821,Patchy rain nearby
2025-05-08,2025-05-08 22:00,-0.9695884851832292,52,1.099246566483072,Patchy rain nearby
2025-05-08,2025-05-08 23:00,-1.0290811314618205,53,-0.2054049571421925,Patchy rain nearby
2025-05-09,2025-05-09 00:00,-1.108404659833275,55,-0.2054049571421925,Patchy rain nearby
2025-05-09,2025-05-09 01:00,-1.2075590702975936,57,-0.2054049571421925,Patchy rain nearby
2025-05-09,2025-05-09 02:00,-1.2868825986690489,59,-0.2054049571421925,Patchy rain nearby
2025-05-09,2025-05-09 03:00,-1.3067134807619123,59,0.2642695913629029,Partly Cloudy 
2025-05-09,2025-05-09 04:00,-1.3265443628547762,60,0.7339441398679979,Patchy rain nearby
2025-05-09,2025-05-09 05:00,-1.3265443628547762,60,1.2036186883730933,Partly Cloudy 
2025-05-09,2025-05-09 06:00,-1.108404659833275,56,1.099246566483072,Sunny
2025-05-09,2025-05-09 07:00,-0.8704340747189107,52,1.099246566483072,Partly Cloudy 
2025-05-09,2025-05-09 08:00,-0.6522943716974094,48,1.0209674750655564,Sunny
2025-05-09,2025-05-09 09:00,-0.21601496565440784,41,0.08161837805536558,Sunny
2025-05-09,2025-05-09 10:00,0.22026444038859377,34,-0.8577307189548248,Sunny
2025-05-09,2025-05-09 11:00,0.6763747285244587,27,-1.7970798159650152,Sunny
2025-05-09,2025-05-09 12:00,0.7953600210816413,25,-1.066474962734867,Sunny
2025-05-09,2025-05-09 13:00,0.9341761957316879,24,-0.30977707903221374,Sunny
2025-05-09,2025-05-09 14:00,1.0531614882888705,23,0.44692080467043976,Sunny
2025-05-09,2025-05-09 15:00,0.9936688420102785,24,1.099246566483072,Sunny
2025-05-09,2025-05-09 16:00,0.9143453136388239,25,1.8559444501857254,Sunny
2025-05-09,2025-05-09 17:00,0.8350217852673693,26,2.5082702119983575,Sunny
2025-05-09,2025-05-09 18:00,0.45823502550295897,30,1.568921114988167,Sunny
2025-05-09,2025-05-09 19:00,0.1012791478314112,35,0.629572017977977,Clear 
2025-05-09,2025-05-09 20:00,-0.2755076119329991,39,-0.30977707903221374,Clear 
2025-05-09,2025-05-09 21:00,-0.3746620223973177,40,-0.2054049571421925,Clear 
2025-05-09,2025-05-09 22:00,-0.47381643286163627,42,-0.022753743834655206,Clear 
2025-05-09,2025-05-09 23:00,-0.5729708433259548,43,0.08161837805536558,Clear 
2025-05-10,2025-05-10 00:00,-0.6522943716974094,43,-0.022753743834655206,Clear 
2025-05-10,2025-05-10 01:00,-0.7316179000688647,43,-0.022753743834655206,Clear 
2025-05-10,2025-05-10 02:00,-0.8109414284403194,43,-0.12712586572467646,Clear 
2025-05-10,2025-05-10 03:00,-0.8506031926260467,42,-0.12712586572467646,Clear 
2025-05-10,2025-05-10 04:00,-0.8902649568117746,41,-0.022753743834655206,Clear 
2025-05-10,2025-05-10 05:00,-0.929926720997502,40,-0.022753743834655206,Clear 
2025-05-10,2025-05-10 06:00,-0.5531399612330908,36,-0.4924282923397506,Sunny
2025-05-10,2025-05-10 07:00,-0.15652231937581654,32,-0.9621028408448458,Sunny
